"Cmpd","rt","inferred.mass","inferred.formula","C","H","N","O","P","S","C:N:P","H/C","O/C","N/C","CHO_index","NOSC","DBE","DBE-O","Annotation","Kingdon","Superclass","class","subclass","parent","pubchem.url"
"C775",257.726,382.1614,"C14H26N2O10",14,26,2,10,0,0,"14:2:0",1.85714285714286,0.714285714285714,0.142857142857143,-0.428571428571429,0,3,-7,"beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine_3","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars","https://pubchem.ncbi.nlm.nih.gov/compound/10156719"
"C776",257.21,328.151,"C15H24N2O4S",15,24,2,4,0,1,"15:2:0",1.6,0.266666666666667,0.133333333333333,-1.06666666666667,-0.533333333333333,5,1,"Tiapride_5","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonyl compounds","Benzenesulfonyl compounds","https://pubchem.ncbi.nlm.nih.gov/compound/5467"
"C777",256.3795,406.1623,"C19H26N4O4S",19,26,4,4,0,1,"19:4:0",1.36842105263158,0.210526315789474,0.210526315789474,-0.947368421052632,-0.210526315789473,9,5,"4-[(2,6-dimethyl-4-morpholinyl)sulfonyl]-N-[3-(1-imidazolyl)propyl]benzamide_2",NA,NA,NA,NA,NA,NA
"C778",256.189,352.1516,"C14H20N6O5",14,20,6,5,0,0,"14:6:0",1.42857142857143,0.357142857142857,0.428571428571429,-0.714285714285714,0.571428571428572,8,3,"9-[6(RS)-C-carboxamido-5,6,7-trideoxy-beta-D-ribo-octofuranosyl]-9H-purin-6-amine_4",NA,NA,NA,NA,NA,NA
"C779",256.228,366.1305,"C13H22N2O10",13,22,2,10,0,0,"13:2:0",1.69230769230769,0.769230769230769,0.153846153846154,-0.153846153846154,0.307692307692307,4,-6,"(+)-Trehazolin;A 70615;Trehalostatin;Trehazolin;Trehazoline_2",NA,NA,NA,NA,NA,NA
"C780",255.509,384.1404,"C13H24N2O11",13,24,2,11,0,0,"13:2:0",1.84615384615385,0.846153846153846,0.153846153846154,-0.153846153846154,0.307692307692307,3,-8,"Macrozamin_6",NA,NA,NA,NA,NA,NA
"C781",255.6415,258.1155,"C11H18N2O5",11,18,2,5,0,0,"11:2:0",1.63636363636364,0.454545454545455,0.181818181818182,-0.727272727272727,-0.181818181818182,4,-1,"gamma-L-Glutamyl-L-pipecolic acid",NA,NA,NA,NA,NA,NA
"C782",252.846,284.1253,"C13H20N2O3S",13,20,2,3,0,1,"13:2:0",1.53846153846154,0.230769230769231,0.153846153846154,-1.07692307692308,-0.461538461538462,5,2,"4-methyl-3-[[1-oxo-2-(propylamino)propyl]amino]-2-thiophenecarboxylic acid methyl ester_2",NA,NA,NA,NA,NA,NA
"C783",253.994,164.0827,"C10H12O2",10,12,0,2,0,0,"10:0:0",1.2,0.2,0,-0.8,-0.8,5,3,"Eugenol_2","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols","https://pubchem.ncbi.nlm.nih.gov/compound/3314"
"C784",252.416,170.0914,"C8H14N2S",8,14,2,0,0,1,"8:2:0",1.75,0,0.25,-1.75,-0.75,3,3,"2-isopropyl-4-(N-methyl)aminomethylthiazole_2","Organic compounds","Organoheterocyclic compounds","Azoles","Thiazoles","2,4-disubstituted thiazoles","https://pubchem.ncbi.nlm.nih.gov/compound/10749687"
"C785",255.308,208.1087,"C12H16O3",12,16,0,3,0,0,"12:0:0",1.33333333333333,0.25,0,-0.833333333333333,-0.833333333333333,5,2,"Elemicin_2","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles","https://pubchem.ncbi.nlm.nih.gov/compound/10248"
"C786",254.542,282.1458,"C15H22O5",15,22,0,5,0,0,"15:0:0",1.46666666666667,0.333333333333333,0,-0.8,-0.8,5,0,"Dihydrophaseic acid_2",NA,NA,NA,NA,NA,NA
"C787",254.9345,220.0723,"C10H12N4S",10,12,4,0,0,1,"10:4:0",1.2,0,0.4,-1.2,0.2,7,7,"9-cyclopentyl-3H-purine-6-thione_3","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Purinethiones","https://pubchem.ncbi.nlm.nih.gov/compound/95124"
"C788",253.6335,298.1408,"C14H22N2O3S",14,22,2,3,0,1,"14:2:0",1.57142857142857,0.214285714285714,0.142857142857143,-1.14285714285714,-0.571428571428571,5,2,"piprozolin_8",NA,NA,NA,NA,NA,NA
"C789",253.135,344.1422,"C15H24N2O5S",15,24,2,5,0,1,"15:2:0",1.6,0.333333333333333,0.133333333333333,-0.933333333333333,-0.4,5,0,"N-[(2R,3R,6R)-6-(2-aminoethyl)-2-(hydroxymethyl)oxan-3-yl]-3-methoxybenzenesulfonamide_2",NA,NA,NA,NA,NA,NA
"C790",253.7905,368.1451,"C18H24O8",18,24,0,8,0,0,"18:0:0",1.33333333333333,0.444444444444444,0,-0.444444444444444,-0.444444444444445,7,-1,"Methyl (R)-9-hydroxy-10-undecene-5,7-diynoate glucoside",NA,NA,NA,NA,NA,NA
"C791",254.117,353.1685,"C15H23N5O5",15,23,5,5,0,0,"15:5:0",1.53333333333333,0.333333333333333,0.333333333333333,-0.866666666666667,0.133333333333333,7,2,"Dihydrozeatin riboside",NA,NA,NA,NA,NA,NA
"C792",253.3785,456.143,"C18H24N4O8S",18,24,4,8,0,1,"18:4:0",1.33333333333333,0.444444444444444,0.222222222222222,-0.444444444444444,0.333333333333333,9,1,"5-S-Glutathionyl-aminochrome reduced",NA,NA,NA,NA,NA,NA
"C793",253.9785,354.1304,"C15H22N4O4S",15,22,4,4,0,1,"15:4:0",1.46666666666667,0.266666666666667,0.266666666666667,-0.933333333333333,0,7,3,"2-[[3-methyl-7-(3-methylbutyl)-2,6-dioxo-8-purinyl]thio]propanoic acid methyl ester_9",NA,NA,NA,NA,NA,NA
"C794",254.092,338.1348,"C16H22N2O4S",16,22,2,4,0,1,"16:2:0",1.375,0.25,0.125,-0.875,-0.375,7,3,"N-acetyl-L-methionyl-L-phenylalanine_2",NA,NA,NA,NA,NA,"https://pubchem.ncbi.nlm.nih.gov/compound/67706172"
"C795",255.1115,364.1509,"C14H24N2O9",14,24,2,9,0,0,"14:2:0",1.71428571428571,0.642857142857143,0.142857142857143,-0.428571428571429,0,4,-5,"N-Acetylmuramoyl-Ala_4",NA,NA,NA,NA,NA,NA
"C796",254.1215,276.0987,"C10H16N2O7",10,16,2,7,0,0,"10:2:0",1.6,0.7,0.2,-0.2,0.4,4,-3,"gamma-Glutamylglutamic acid_2",NA,NA,NA,NA,NA,NA
"C797",253.2785,268.1302,"C10H16N6O3",10,16,6,3,0,0,"10:6:0",1.6,0.3,0.6,-1,0.8,6,3,"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One_3","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Hypoxanthines","https://pubchem.ncbi.nlm.nih.gov/compound/445732"
"C798",253.259,320.1251,"C12H20N2O8",12,20,2,8,0,0,"12:2:0",1.66666666666667,0.666666666666667,0.166666666666667,-0.333333333333333,0.166666666666667,4,-4,"Isomugineic acid_3",NA,NA,NA,NA,NA,NA
"C799",252.643,336.1201,"C12H20N2O9",12,20,2,9,0,0,"12:2:0",1.66666666666667,0.75,0.166666666666667,-0.166666666666667,0.333333333333333,4,-5,"3-Hydroxymugineic acid_4",NA,NA,NA,NA,NA,NA
"C800",251.7775,339.1376,"C13H26NO7P",13,26,1,7,1,0,"13:1:1",2,0.538461538461538,0.0769230769230769,-0.923076923076923,-1.07692307692308,1.5,-5.5,"phosphatidylcholine (P-34:2)",NA,NA,NA,NA,NA,NA
"C801",252.303,450.1503,"C18H26O13",18,26,0,13,0,0,"18:0:0",1.44444444444444,0.722222222222222,0,0,0,6,-7,"7-O-beta-apiofuranosyl-(1???6)-O-beta-glucopyranosyl benzyl alcohol",NA,NA,NA,NA,NA,NA
"C802",252.4085,410.1561,"C19H26N2O6S",19,26,2,6,0,1,"19:2:0",1.36842105263158,0.315789473684211,0.105263157894737,-0.736842105263158,-0.315789473684211,8,2,"2-[(1R,3S,4aR,9aS)-1-(hydroxymethyl)-6-(methanesulfonamido)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-(cyclopropylmethyl)acetamide_6",NA,NA,NA,NA,NA,NA
"C803",250.971,396.1414,"C19H20N6O2S",19,20,6,2,0,1,"19:6:0",1.05263157894737,0.105263157894737,0.315789473684211,-0.842105263157895,0.210526315789474,13,11,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_9","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/1078044"
"C804",251.804,355.1329,"C17H17N5O4",17,17,5,4,0,0,"17:5:0",1,0.235294117647059,0.294117647058824,-0.529411764705882,0.352941176470588,12,8,"2,4-dinitro-N-[[2-(2-pyridinyl)cyclohexylidene]amino]aniline",NA,NA,NA,NA,NA,NA
"C805",251.6205,318.1451,"C18H22O5",18,22,0,5,0,0,"18:0:0",1.22222222222222,0.277777777777778,0,-0.666666666666667,-0.666666666666667,8,3,"(S,E)-Zearalenone",NA,NA,NA,NA,NA,NA
"C806",251.9795,202.0978,"C13H14O2",13,14,0,2,0,0,"13:0:0",1.07692307692308,0.153846153846154,0,-0.769230769230769,-0.769230769230769,7,5,"6-Acetyl-2,2-dimethyl-2H-1-benzopyran","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","2,2-dimethyl-1-benzopyrans","https://pubchem.ncbi.nlm.nih.gov/compound/177040"
"C807",251.405,266.1152,"C10H14N6O3",10,14,6,3,0,0,"10:6:0",1.4,0.3,0.6,-0.8,1,7,4,"2'-Amino-2'-deoxyadenosine;2'-Aminoadenosine;NSC 324326_2",NA,NA,NA,NA,NA,NA
"C808",250.6935,196.1087,"C11H16O3",11,16,0,3,0,0,"11:0:0",1.45454545454545,0.272727272727273,0,-0.909090909090909,-0.909090909090909,4,1,"(-)-Loliolide;Loliolide_5",NA,NA,NA,NA,NA,NA
"C809",250.49,194.094,"C11H14O3",11,14,0,3,0,0,"11:0:0",1.27272727272727,0.272727272727273,0,-0.727272727272727,-0.727272727272728,5,2,"Butylparaben_2","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","p-Hydroxybenzoic acid alkyl esters","https://pubchem.ncbi.nlm.nih.gov/compound/7184"
"C810",251.538,182.0934,"C10H14O3",10,14,0,3,0,0,"10:0:0",1.4,0.3,0,-0.8,-0.8,4,1,"Dihydroconiferyl alcohol_2","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols","https://pubchem.ncbi.nlm.nih.gov/compound/16822"
"C811",250.0905,292.0967,"C10H16N2O8",10,16,2,8,0,0,"10:2:0",1.6,0.8,0.2,0,0.6,4,-4,"Edetic Acid","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives","Tetracarboxylic acids and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/6049"
"C812",249.2045,452.1634,"C18H24N6O8",18,24,6,8,0,0,"18:6:0",1.33333333333333,0.444444444444444,0.333333333333333,-0.444444444444444,0.555555555555555,10,2,"7-(2-hydroxy-3-amino-3-carboxypropyl)wyosine 5'-monophosphate zwitterion_3","Organic compounds","Nucleosides, nucleotides, and analogues","Nucleoside and nucleotide analogues",NA,"Nucleoside and nucleotide analogues","https://pubchem.ncbi.nlm.nih.gov/compound/71464646"
"C813",247.5285,356.1457,"C16H24N2O5S",16,24,2,5,0,1,"16:2:0",1.5,0.3125,0.125,-0.875,-0.375,6,1,"2-[(2S,5S,6S)-5-(benzenesulfonamido)-6-(hydroxymethyl)-2-oxanyl]-N,N-dimethylacetamide_6",NA,NA,NA,NA,NA,NA
"C814",248.7935,372.1409,"C17H24O9",17,24,0,9,0,0,"17:0:0",1.41176470588235,0.529411764705882,0,-0.352941176470588,-0.352941176470588,6,-3,"Syringin_3",NA,NA,NA,NA,NA,NA
"C815",250.536,324.1572,"C12H24N2O8",12,24,2,8,0,0,"12:2:0",2,0.666666666666667,0.166666666666667,-0.666666666666667,-0.166666666666667,2,-6,"2'-deamino-2'-hydroxyparomamine(2+)_2",NA,NA,NA,NA,NA,NA
"C816",250.9675,328.1152,"C12H26O6P2",12,26,0,6,2,0,"12:0:2",2.16666666666667,0.5,0,-1.16666666666667,-2,0,-6,"1,4-diisobutyl-2,3,5,6-tetrahydroxy-1,4-dioxo-1,4-diphosphorinane_3",NA,NA,NA,NA,NA,NA
"C817",250.834,370.1271,"C17H18N6O2S",17,18,6,2,0,1,"17:6:0",1.05882352941176,0.117647058823529,0.352941176470588,-0.823529411764706,0.352941176470588,12,10,"N-(2-oxolanylmethyl)-2-[[3-(3-pyridinyl)-[1,2,4]triazolo[4,3-b]pyridazin-6-yl]thio]acetamide_5",NA,NA,NA,NA,NA,NA
"C818",249.9185,368.1077,"C11H21N4O8P",11,21,4,8,1,0,"11:4:1",1.90909090909091,0.727272727272727,0.363636363636364,-0.454545454545455,0.181818181818182,3.5,-4.5,"(2S)-2-[[2-[(2-amino-1-oxoethyl)amino]-1-oxoethyl]amino]-5-[(1-oxo-2-phosphonoethyl)amino]pentanoic acid_3",NA,NA,NA,NA,NA,NA
"C819",250.3195,278.1149,"C10H18N2O7",10,18,2,7,0,0,"10:2:0",1.8,0.7,0.2,-0.4,0.2,3,-4,"2-(carboxymethyl(2-hydroxyethyl)amino)ethyliminodi(acetic acid)_2","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids","https://pubchem.ncbi.nlm.nih.gov/compound/8773"
"C820",249.3635,354.1306,"C15H22N4O4S",15,22,4,4,0,1,"15:4:0",1.46666666666667,0.266666666666667,0.266666666666667,-0.933333333333333,0,7,3,"2-[[3-methyl-7-(3-methylbutyl)-2,6-dioxo-8-purinyl]thio]propanoic acid methyl ester_10",NA,NA,NA,NA,NA,NA
"C821",249.2945,386.1552,"C18H26O9",18,26,0,9,0,0,"18:0:0",1.44444444444444,0.5,0,-0.444444444444444,-0.444444444444445,6,-3,"Methylsyringin_4",NA,NA,NA,NA,NA,NA
"C822",249.1965,364.1514,"C14H24N2O9",14,24,2,9,0,0,"14:2:0",1.71428571428571,0.642857142857143,0.142857142857143,-0.428571428571429,0,4,-5,"N-Acetylmuramoyl-Ala_5",NA,NA,NA,NA,NA,NA
"C823",248.8535,272.1248,"C12H20N2O3S",12,20,2,3,0,1,"12:2:0",1.66666666666667,0.25,0.166666666666667,-1.16666666666667,-0.5,4,1,"Sotalol_3","Organic compounds","Benzenoids","Benzene and substituted derivatives","Sulfanilides","Sulfanilides","https://pubchem.ncbi.nlm.nih.gov/compound/5253"
"C824",250.53,178.0984,"C11H14O2",11,14,0,2,0,0,"11:0:0",1.27272727272727,0.181818181818182,0,-0.909090909090909,-0.909090909090909,5,3,"Methyleugenol_1","Organic compounds","Benzenoids","Benzene and substituted derivatives","Methoxybenzenes","Dimethoxybenzenes","https://pubchem.ncbi.nlm.nih.gov/compound/7127"
"C825",250.184,234.1246,"C14H18O3",14,18,0,3,0,0,"14:0:0",1.28571428571429,0.214285714285714,0,-0.857142857142857,-0.857142857142857,6,3,"(S)-Pterosin P_1",NA,NA,NA,NA,NA,NA
"C826",350.1365,326.1735,"C16H26N2O3S",16,26,2,3,0,1,"16:2:0",1.625,0.1875,0.125,-1.25,-0.75,5,2,"6-cyclohexylsulfanyl-1-ethoxymethyl-5-isopropyluracil","Organic compounds","Organosulfur compounds","Thioethers","Aryl thioethers","Aryl thioethers","https://pubchem.ncbi.nlm.nih.gov/compound/444706"
"C827",345.436,550.1012,"C18H23N4O14P",18,23,4,14,1,0,"18:4:1",1.27777777777778,0.777777777777778,0.222222222222222,0.277777777777778,0.666666666666667,9.5,-4.5,"Uricase",NA,NA,NA,NA,NA,NA
"C828",345.984,438.186,"C17H30N2O11",17,30,2,11,0,0,"17:2:0",1.76470588235294,0.647058823529412,0.117647058823529,-0.470588235294118,-0.117647058823529,4,-7,"alpha-D-GalNpAc-(1->3)-beta-D-GalpNAc-OMe","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","N-acyl-alpha-hexosamines","https://pubchem.ncbi.nlm.nih.gov/compound/56927758"
"C829",347.1915,384.0951,"C13H16N6O8",13,16,6,8,0,0,"13:6:0",1.23076923076923,0.615384615384615,0.461538461538462,0,1.38461538461538,9,1,"LSM-37209","Organic compounds","Organoheterocyclic compounds","Diazinanes","Piperazines","Piperazine carboxylic acids",NA
"C830",342.5795,290.1504,"C12H22N2O6",12,22,2,6,0,0,"12:2:0",1.83333333333333,0.5,0.166666666666667,-0.833333333333333,-0.333333333333333,3,-3,"Nitracidomycin B_2",NA,NA,NA,NA,NA,NA
"C831",342.3675,266.15,"C12H26O4S",12,26,0,4,0,1,"12:0:0",2.16666666666667,0.333333333333333,0,-1.5,-1.33333333333333,0,-4,"dodecyl hydrogen sulfate_4","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/8778"
"C832",344.121,386.1291,"C17H22O10",17,22,0,10,0,0,"17:0:0",1.29411764705882,0.588235294117647,0,-0.117647058823529,-0.117647058823529,7,-3,"1-O-Sinapoylglucose",NA,NA,NA,NA,NA,NA
"C833",344.043,350.2052,"C19H30N2O2S",19,30,2,2,0,1,"19:2:0",1.57894736842105,0.105263157894737,0.105263157894737,-1.36842105263158,-0.947368421052632,6,4,"3,5,7-trimethyl-N-[4-morpholinyl(sulfanylidene)methyl]-1-adamantanecarboxamide","Organic compounds","Organoheterocyclic compounds","Oxazinanes","Morpholines","Morpholines","https://pubchem.ncbi.nlm.nih.gov/compound/2851314"
"C834",329.1895,350.1756,"C14H26N2O8",14,26,2,8,0,0,"14:2:0",1.85714285714286,0.571428571428571,0.142857142857143,-0.714285714285714,-0.285714285714286,3,-5,"Bmsc-0013","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides","https://pubchem.ncbi.nlm.nih.gov/compound/46936399"
"C835",329.824,334.1769,"C14H26N2O7",14,26,2,7,0,0,"14:2:0",1.85714285714286,0.5,0.142857142857143,-0.857142857142857,-0.428571428571429,3,-4,"Dihydroactinospectacin; Dihydrospectinomycin_1",NA,NA,NA,NA,NA,NA
"C836",333.3985,304.1292,"C11H20N4O6",11,20,4,6,0,0,"11:4:0",1.81818181818182,0.545454545454545,0.363636363636364,-0.727272727272727,0.363636363636364,4,-2,"Nopaline_4",NA,NA,NA,NA,NA,NA
"C837",333.842,176.0833,"C11H12O2",11,12,0,2,0,0,"11:0:0",1.09090909090909,0.181818181818182,0,-0.727272727272727,-0.727272727272728,6,4,"Prenylbenzoquinone","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Prenylquinones","https://pubchem.ncbi.nlm.nih.gov/compound/276202"
"C838",332.622,306.1462,"C12H22N2O7",12,22,2,7,0,0,"12:2:0",1.83333333333333,0.583333333333333,0.166666666666667,-0.666666666666667,-0.166666666666667,3,-4,"fructoselysine_3",NA,NA,NA,NA,NA,NA
"C839",329.7925,288.1346,"C14H24O4S",14,24,0,4,0,1,"14:0:0",1.71428571428571,0.285714285714286,0,-1.14285714285714,-1,3,-1,"(1R,2S,5R)-2-Isopropyl-5-methylcyclohexyl (2R,5R)-5-hydroxy-1,3-oxathiolane-2-carboxylate_2",NA,NA,NA,NA,NA,NA
"C840",332.972,368.183,"C18H28N2O4S",18,28,2,4,0,1,"18:2:0",1.55555555555556,0.222222222222222,0.111111111111111,-1.11111111111111,-0.666666666666667,6,2,"LSM-15100_2",NA,NA,NA,NA,NA,NA
"C841",331.953,320.1608,"C16H24N4OS",16,24,4,1,0,1,"16:4:0",1.5,0.0625,0.25,-1.375,-0.5,7,6,"5,6-dimethyl-N-[2-methyl-2-(4-morpholinyl)propyl]-4-thieno[2,3-d]pyrimidinamine","Organic compounds","Organoheterocyclic compounds","Thienopyrimidines",NA,"Thienopyrimidines","https://pubchem.ncbi.nlm.nih.gov/compound/2571309"
"C842",336.952,334.1784,"C14H26N2O7",14,26,2,7,0,0,"14:2:0",1.85714285714286,0.5,0.142857142857143,-0.857142857142857,-0.428571428571429,3,-4,"Dihydroactinospectacin; Dihydrospectinomycin_2",NA,NA,NA,NA,NA,NA
"C843",337.8675,392.1827,"C16H28N2O9",16,28,2,9,0,0,"16:2:0",1.75,0.5625,0.125,-0.625,-0.25,4,-5,"alpha-D-Rhap2,3-Me24NFo-(1->3)-alpha-D-Rhap4NFo",NA,NA,NA,NA,NA,"https://pubchem.ncbi.nlm.nih.gov/compound/129626691"
"C844",336.196,382.163,"C14H26N2O10",14,26,2,10,0,0,"14:2:0",1.85714285714286,0.714285714285714,0.142857142857143,-0.428571428571429,0,3,-7,"beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosamine_4","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars","https://pubchem.ncbi.nlm.nih.gov/compound/10156719"
"C845",340.4395,286.1112,"C11H18N4O3S",11,18,4,3,0,1,"11:4:0",1.63636363636364,0.272727272727273,0.363636363636364,-1.09090909090909,0.181818181818182,5,2,"Methionyl-Histidine_3",NA,NA,NA,NA,NA,NA
"C846",341.376,234.1243,"C14H18O3",14,18,0,3,0,0,"14:0:0",1.28571428571429,0.214285714285714,0,-0.857142857142857,-0.857142857142857,6,3,"(S)-Pterosin P_2",NA,NA,NA,NA,NA,NA
"C847",337.87,364.1518,"C14H24N2O9",14,24,2,9,0,0,"14:2:0",1.71428571428571,0.642857142857143,0.142857142857143,-0.428571428571429,0,4,-5,"N-Acetylmuramoyl-Ala_6",NA,NA,NA,NA,NA,NA
"C848",322.705,382.1615,"C14H26N2O10",14,26,2,10,0,0,"14:2:0",1.85714285714286,0.714285714285714,0.142857142857143,-0.428571428571429,0,3,-7,"N-acetyl-beta-D-glucosaminyl-(1->4)-D-glucosaminium(1+)_3",NA,NA,NA,NA,NA,NA
"C849",321.833,388.1121,"C11H16N8O8",11,16,8,8,0,0,"11:8:0",1.45454545454545,0.727272727272727,0.727272727272727,0,2.18181818181818,8,0,"imidurea_1",NA,NA,NA,NA,NA,NA
"C850",321.325,422.1552,"C16H26N2O11",16,26,2,11,0,0,"16:2:0",1.625,0.6875,0.125,-0.25,0.125,5,-6,"2-acetamido-2-deoxy-alpha-L-galactopyranuronosyl-(1->3)-N-acetyl-D-quinovosamine_4","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","N-acyl-alpha-hexosamines","https://pubchem.ncbi.nlm.nih.gov/compound/45266786"
"C851",323.465,204.1142,"C10H20O2S",10,20,0,2,0,1,"10:0:0",2,0.2,0,-1.6,-1.4,1,-1,"Hexyl 3-mercaptobutanoate_3",NA,NA,NA,NA,NA,NA
"C852",321.271,348.1554,"C17H24N4O2S",17,24,4,2,0,1,"17:4:0",1.41176470588235,0.117647058823529,0.235294117647059,-1.17647058823529,-0.352941176470588,8,6,"2-[[4-amino-5-(4-tert-butylphenyl)-1,2,4-triazol-3-yl]thio]acetic acid propan-2-yl ester_2","Organic compounds","Organoheterocyclic compounds","Azoles","Triazoles","Phenyl-1,2,4-triazoles","https://pubchem.ncbi.nlm.nih.gov/compound/662232"
"C853",322.1195,276.1357,"C11H20N2O6",11,20,2,6,0,0,"11:2:0",1.81818181818182,0.545454545454545,0.181818181818182,-0.727272727272727,-0.181818181818182,3,-3,"Saccharopine_3","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/160556"
"C854",322.0185,278.1508,"C16H22O4",16,22,0,4,0,0,"16:0:0",1.375,0.25,0,-0.875,-0.875,6,2,"C00050763",NA,NA,NA,NA,NA,NA
"C855",324.5655,248.1407,"C15H20O3",15,20,0,3,0,0,"15:0:0",1.33333333333333,0.2,0,-0.933333333333333,-0.933333333333334,6,3,"Abscisic acid aldehyde_4",NA,NA,NA,NA,NA,NA
"C856",323.463,374.1713,"C15H26N4O7",15,26,4,7,0,0,"15:4:0",1.73333333333333,0.466666666666667,0.266666666666667,-0.8,0,5,-2,"Ala-Leu-Asp-Gly_2","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides","https://pubchem.ncbi.nlm.nih.gov/compound/71464516"
"C857",324.0855,354.167,"C14H22N6O5",14,22,6,5,0,0,"14:6:0",1.57142857142857,0.357142857142857,0.428571428571429,-0.857142857142857,0.428571428571428,7,2,"Valganciclovir_2","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid esters","https://pubchem.ncbi.nlm.nih.gov/compound/64147"
"C858",322.7635,450.1788,"C23H30O9",23,30,0,9,0,0,"23:0:0",1.30434782608696,0.391304347826087,0,-0.521739130434783,-0.521739130434782,9,0,"Glaucolide K;(-)-Glaucolide K",NA,NA,NA,NA,NA,NA
"C859",325.7855,334.1413,"C12H22N4O7",12,22,4,7,0,0,"12:4:0",1.83333333333333,0.583333333333333,0.333333333333333,-0.666666666666667,0.333333333333333,4,-3,"2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid_5","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","https://pubchem.ncbi.nlm.nih.gov/compound/46936668"
"C860",326.449,502.2291,"C20H38O14",20,38,0,14,0,0,"20:0:0",1.9,0.7,0,-0.5,-0.5,2,-12,"3,6-dideoxy-4-C-(1,3-dimethoxy-4,5,6,7-tetrahydroxyheptyl)-alpha-D-xylo-hexp-(1->3)-beta-L-Xylp","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Disaccharides","https://pubchem.ncbi.nlm.nih.gov/compound/45266818"
"C861",328.0455,206.0925,"C11H14N2S",11,14,2,0,0,1,"11:2:0",1.27272727272727,0,0.181818181818182,-1.27272727272727,-0.545454545454546,6,6,"pyrantel_2","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydropyrimidines","https://pubchem.ncbi.nlm.nih.gov/compound/708857"
"C862",326.222,244.1439,"C11H20N2O4",11,20,2,4,0,0,"11:2:0",1.81818181818182,0.363636363636364,0.181818181818182,-1.09090909090909,-0.545454545454546,3,-1,"Hydroxyprolyl-Leucine_3",NA,NA,NA,NA,NA,NA
"C863",325.597,376.1505,"C18H24N4O3S",18,24,4,3,0,1,"18:4:0",1.33333333333333,0.166666666666667,0.222222222222222,-1,-0.222222222222222,9,6,"2-[[3-butyl-6-(4-morpholinyl)-4-oxo-2-quinazolinyl]thio]acetamide_1","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolinamines","https://pubchem.ncbi.nlm.nih.gov/compound/5159290"
"C864",325.2195,318.1448,"C20H30O3",20,30,0,3,0,0,"20:0:0",1.5,0.15,0,-1.2,-1.2,6,3,"12-HEPE; LC-ESI-QIT; MS2; CE","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosapentaenoic acids","https://pubchem.ncbi.nlm.nih.gov/compound/5283191"
