cmpd,rt,annotation,ann.confidence,median.signal,inferred.M,inferred.formula,inchikey,inchi,hmdb.url,lm.url,pubchem.url,chebi.url,synonyms,inchikey.1,kingdom,superclass,class,subclass,parent,description
C3448,169.223,Hydroxyphenylacetylglycine,2,1047.339588,209.0659,C10H11NO4,CPPDWYIPKSSNNM-UHFFFAOYSA-N,NA,http://www.hmdb.ca/metabolites/HMDB0000735,NA,https://pubchem.ncbi.nlm.nih.gov/compound/440732#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28595,Hydroxyphenylacetylglycine __ 4-Hydroxyphenylacetylglycine __ p-Hydroxyphenylacetylglycine __ N-[(p-hydroxyphenyl)acetyl]-Glycine __ N-[(4-hydroxyphenyl)acetyl]-Glycine __ [[(4-Hydroxyphenyl)acetyl]amino]acetate __ [[(4-Hydroxyphenyl)acetyl]amino]acetic acid __ 2-[[2-(4-hydroxyphenyl)acetyl]amino]acetic acid __ 2-[2-(4-hydroxyphenyl)ethanoylamino]ethanoic acid __ 2-[[2-(4-hydroxyphenyl)-1-oxoethyl]amino]acetic acid,CPPDWYIPKSSNNM-UHFFFAOYSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,This compound belongs to the class of organic compounds known as n-acyl-alpha amino acids. These are compounds containing an alpha amino acid which bears an acyl group at its terminal nitrogen atom.
C3449,165.6453333,Dihydromaleimide beta-D-glucoside,2,1780.595494,261.0851,C10H15NO7,CAXBOXWWAIDBMS-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0030277,NA,NA,NA,HMDB=HMDB0030277 __ FooDB=FDB002110 __ UNPD=UNPD140431;UNPD38888,CAXBOXWWAIDBMS-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3450,168.5226667,Isoglycycoumarin,2,3445.769364,368.1218,C21H20O6,PHHAXWBLJNBVNS-UHFFFAOYSA-N,"InChI=1S/C21H20O6/c1-21(2)7-6-13-18(27-21)10-17-15(19(13)25-3)9-14(20(24)26-17)12-5-4-11(22)8-16(12)23/h4-5,8-10,22-23H,6-7H2,1-3H3",http://www.hmdb.ca/metabolites/HMDB0038873,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPK12160020,NA,NA,"Isoglycycoumarin __ 7-(2,4-dihydroxyphenyl)-5-methoxy-2,2-dimethyl-3,4-dihydropyrano[3,2-g]chromen-8-one __ 7-[2,4-bis(oxidanyl)phenyl]-5-methoxy-2,2-dimethyl-3,4-dihydropyrano[3,2-g]chromen-8-one __ 7-(2,4-dihydroxyphenyl)-5-methoxy-2,2-dimethyl-3,4-dihydropyrano[3,2-g][1]benzopyran-8-one",PHHAXWBLJNBVNS-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Hydroxyisoflavonoids,Hydroxyisoflavonoids,This compound belongs to the class of organic compounds known as hydroxyisoflavonoids. These are organic compounds containing an isoflavonoid skeleton carrying one or more hydroxyl groups.
C3451,169.6666667,C9H35N6O14P3S2,3,1450.948732,608.0863,C9H35N6O14P3S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C3452,164.8486667,C16H27N4O13PS2,3,1849.109511,578.0763,C16H27N4O13PS2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C3453,179.3273333,"3,4-dimethyl-6-(6-nitro-1,3-benzodioxol-5-yl)-2-oxo-1,6-dihydropyrimidine-5-carboxylic acid propyl ester",2,1952.272724,377.1211,C17H19N3O7,OQWOCRDDBQMUER-UHFFFAOYNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:105579,ChEBI=CHEBI:105579,OQWOCRDDBQMUER-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3454,179.4383333,Vineomycin C,2,1198.412901,710.2552,C37H42O14,OTJVABIXNWZBQE-PPTGQANLNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00015577 __ UNPD=UNPD63388,OTJVABIXNWZBQE-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3455,179.6356667,UNPD76650,2,1783.123296,654.0807,C30H22O17,PAIXXOKKEVBUSW-UHFFFAOYSA-N,"InChI=1S/C30H22O17/c31-10-1-18(37)28(19(38)2-10)47-22-4-11(32)3-20(39)29(22)44-13-7-16(35)25(41)21(8-13)46-23-9-17(36)26(42)27(43)30(23)45-12-5-14(33)24(40)15(34)6-12/h1-9,31-43H",NA,NA,NA,NA,UNPD=UNPD76650,PAIXXOKKEVBUSW-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Tannins,NA,Tannins,"This compound belongs to the class of organic compounds known as tannins. These are naturally occurring polyphenols which be categorized into four main classes: hydrolyzable tannin (based on ellagic acid or gallic acid), condensed tannins (made of oligomeric or polymeric proanthocyanidins), complex tannins (made of a catechin bound to a gallotannin or elagitannin), and phlorotannins (oligomers of phloroglucinol)."
C3456,179.4186667,(+)-(S)-Carvone,2,1788.277378,150.1047,C10H14O,ULDHMXUKGWMISQ-VIFPVBQESA-N,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3/t9-/m0/s1",http://www.hmdb.ca/metabolites/HMDB0004487,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPR0102090007,https://pubchem.ncbi.nlm.nih.gov/compound/439570#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15399,"0WU __ Carvol __ Carvone __ d-carvone __ D-Carvone __ (+)-carvone __ (S)-Carvone __ (S)-carvone __ (+)-Carvone __ S(+)-Carvone __ (4S)-carvone __ D-(+)-Carvone __ S-(+)-carvone __ (+)-(S)-Carvone __ (S)-(+)-Carvone __ (+)-(S)-Carvone__2 __ d-p-Mentha-6,8(9)-dien-2-one __ (S)-(+)-p-mentha-6,8-dien-2-one __ (5S)-5-isopropenyl-2-methyl-cyclohex-2-en-1-one __ 2-Methyl-5-(1-methylethenyl)-2-cyclohexen-1-one __ (5S)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one __ (5S)-2-methyl-5-prop-1-en-2-yl-cyclohex-2-en-1-one __ (5S)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one __ (5s)-2-Methyl-5-(Prop-1-En-2-Yl)cyclohex-2-En-1-One __ (5S)-2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-one __ (5S)-2-methyl-5-(1-methylethenyl)-1-cyclohex-2-enone",ULDHMXUKGWMISQ-VIFPVBQESA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Menthane monoterpenoids,"This compound belongs to the class of organic compounds known as menthane monoterpenoids. These are monoterpenoids with a structure based on the o-, m-, or p-menthane backbone. P-menthane consists of the cyclohexane ring with a methyl group and a (2-methyl)-propyl group at the 1 and 4 ring position, respectively. The o- and m- menthanes are much rarer, and presumably arise by alkyl migration of p-menthanes."
C3457,178.9066667,RD 01C3;Salfredin C3,2,5004.851795,349.0851,C16H15NO8,VQOAQUIDELNUAB-UHFFFAOYNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00016513 __ UNPD=UNPD65990,VQOAQUIDELNUAB-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3458,180.82,2-cyano-3-(4-ethylphenyl)-2-propenethioamide,2,3113.785815,216.0679,C12H12N2S,SGVLLSTVURBKHH-UHFFFAOYSA-N,"InChI=1S/C12H12N2S/c1-2-9-3-5-10(6-4-9)7-11(8-13)12(14)15/h3-7H,2H2,1H3,(H2,14,15)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:113191,2-cyano-3-(4-ethylphenyl)thioacrylamide __ 2-cyano-3-(4-ethylphenyl)-2-propenethioamide __ 2-cyano-3-(4-ethylphenyl)prop-2-enethioamide,SGVLLSTVURBKHH-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,NA,Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzene and substituted derivatives. These are aromatic compounds containing one monocyclic ring system consisting of benzene.
C3459,181.3966667,"Methyl (2R*,3S*)-2,3-dihydro-3-hydroxy-2-isopropenyl-5-benzofurancarboxylate",2,2417.749087,234.0891,C13H14O4,ZQTUKLOPEQEDKS-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0033109,NA,NA,NA,HMDB=HMDB0033109 __ FooDB=FDB011106 __ UNPD=UNPD85085,ZQTUKLOPEQEDKS-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3460,182.2783333,N(6)-(pyridoxal phosphate)-L-lysine,2,3245.620558,375.122,C14H22N3O7P,YQSOQJORMNSDJL-QFULYMJESA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:134066,ChEBI=CHEBI:134066,YQSOQJORMNSDJL-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3461,182.6203333,Guaifenesin,2,3545.687181,198.0901,C10H14O4,HSRJKNPTNIJEKV-UHFFFAOYSA-N,"InChI=1S/C10H14O4/c1-13-9-4-2-3-5-10(9)14-7-8(12)6-11/h2-5,8,11-12H,6-7H2,1H3",http://www.hmdb.ca/metabolites/HMDB0004998,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5551,"Aresol __ Humabid __ Reduton __ Guaiamar __ Bronchol __ Actifed C __ Aeronesin __ Benylin-E __ Amonidrin __ Amonidren __ Guaiphesin __ Guaiacuran __ Guaianesin __ Pneumomist __ Guaifenesin __ Guaiacurane __ Guaiphenesin __ Organidin NR __ Guaifenesine __ Propanosedyl __ Guaiphenesine __ Hustosil (TN) __ glycerin ether __ Robitussin (TN) __ Methphenoxydiol __ Glycerylguaiacol __ p-Cresyl acetate __ Glyceryl guaiacol __ Metossipropandiolo __ Methoxypropanediol __ Glyceryl guiacolate __ Glyceryl guaicolate __ Glyceryl guaiacolate __ Glyceryl Guaiacolate __ Glycerol guaiacolate __ Glycerin guaiacolate __ Guaiacolglicerinetere __ Guaicol glyceryl ether __ Glycero-guaiacol ether __ Glyceryl guaiacyl ether __ Guaiacol glycerol ether __ Guaiacol Glyceryl Ether __ Glyceryl guaiacol ether __ Guaicol glycerine ether __ Guaiacyl glyceryl ether __ Guaiacol glyceryl ether __ Glycerol-a-guajakolether __ Glycerol a-guiacyl ether __ Glycerol a-guaiacyl ether __ a-Glyceryl guaiacol ether __ Guaifenesin (JP16/USP/INN) __ Glyceryl guaiacolate ether __ Glycerol-alpha-guajakolether __ a-Glyceryl guaiacolate ether __ Glycerol a-monoguaiacol ether __ alpha-Glyceryl guaiacol ether __ o-Methoxyphenyl glyceryl ether __ alpha-Glyceryl guaiacolate ether __ Glycerol a-(o-methoxyphenyl)ether __ Glycerol a-(2-methoxyphenyl) ether __ 3-o-Methoxyphenoxypropane 1:2-diol __ 3-(o-Methoxyphenoxy)-1,2-propanediol __ 3-(2-Methoxyphenoxy)-1,2-propanediol __ 3-(o-Methoxyphenoxy)-propanediol-1,2 __ 3-(2-methoxyphenoxy)propane-1,2-diol __ Glycerol mono(2-methoxyphenyl) ether",HSRJKNPTNIJEKV-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenol ethers,Anisoles,Anisoles,This compound belongs to the class of organic compounds known as anisoles. These are organic compounds containing a methoxybenzene or a derivative thereof.
C3462,182.118,Dynemicin P,2,1213.655586,515.1268,C28H21NO9,SMIPWYWDEUZLFV-CKZRJRPMNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00017164 __ UNPD=UNPD181071,SMIPWYWDEUZLFV-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3463,183.261,"3,3'-Bisanigorufone",2,1877.44673,542.1558,C38H22O4,OSRDPAQFDDSKQU-UHFFFAOYSA-N,NA,http://www.hmdb.ca/metabolites/HMDB0039472,NA,NA,NA,HMDB=HMDB0039472 __ FooDB=FDB019076 __ UNPD=UNPD114988,OSRDPAQFDDSKQU-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"Amphilectane, neoamphilectane, cycloamphilectane, and adociane diterpenoids","This compound belongs to the class of organic compounds known as amphilectane, neoamphilectane, cycloamphilectane, and adociane diterpenoids. These are diterpenoids with a structure based on the amphilectane or a seco-,neo-, or cyclo- derivative thereof. Amphilectane is a tricyclic structure made up of three cyclohexane fused together, with a methyl group at the C11-, C7-, and C3- positions. Additionally, it carries a 2-methylpropyl group at the C1-position. Amphilectanes are presumably derived from serrulatanes. Cycloamphilectanes represent a further cyclisation."
C3464,171.814,C8H29N16O6P3S2,3,1947.680019,602.1109,C8H29N16O6P3S2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C3465,172.667,L-Phenylalanine,2,1823.35929,165.0808,C9H11NO2,COLNVLDHVKWLRT-QMMMGPOBSA-N,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",http://www.hmdb.ca/metabolites/HMDB0000159,NA,https://pubchem.ncbi.nlm.nih.gov/compound/6925665#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16998,phe __ Phe __ DPN __ PHA __ L-phe __ endophenyl __ Phenylalanine __ PHENYLALANINE __ phenylalanine __ Phenylalamine __ Phenylalaninal __ phenyl-Alanine __ L-Phenylalanine __ D-Phenylalanine __ L-phenylalanine __ (L)-Phenylalanine __ (S)-Phenylalanine __ beta-Phenylalanine __ 3-Phenyl-L-alanine __ (S)-(-)-Phenylalanine __ beta-Phenyl-L-alanine __ 2S-alpha-phenylalanine __ (-)-beta-Phenylalanine __ L-Phenylalanine (JP16) __ Phenylalanine (USP/INN) __ beta-Phenyl-alpha-alanine __ alpha-Aminohydrocinnamate __ L-2-Amino-3-phenylpropionate __ alpha-Aminohydrocinnamic acid __ (S)-alpha-Aminohydrocinnamate __ (S)-2-amino-3-phenylpropanoate __ (S)-2-Amino-3-phenylpropionate __ L-2-Amino-3-phenylpropionic acid __ (S)-alpha-Aminobenzenepropanoate __ (2S)-2-ammonio-3-phenylpropanoate __ (S)-alpha-Amino-benzenepropanoate __ (S)-alpha-Aminohydrocinnamic acid __ (2S)-2-ammonio-3-phenyl-propionate __ (S)-2-Amino-3-phenylpropionic acid __ (S)-2-amino-3-phenylpropanoic acid __ (2S)-2-azaniumyl-3-phenylpropanoate __ (2S)-2-amino-3-phenylpropanoic acid __ (2S)-2-amino-3-phenyl-propionic acid __ (2S)-2-azaniumyl-3-phenyl-propanoate __ (S)-alpha-Aminobenzenepropanoic acid __ (2S)-2-amino-3-phenyl-propanoic acid __ (S)-alpha-Amino-beta-phenylpropionate __ (2S)-2-azanyl-3-phenyl-propanoic acid __ (S)-alpha-Amino-benzenepropanoic acid __ (S)-alpha-Amino-beta-phenylpropionic acid,COLNVLDHVKWLRT-QMMMGPOBSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,"This compound belongs to the class of organic compounds known as phenylalanine and derivatives. These are compounds containing phenylalanine or a derivative thereof resulting from reaction of phenylalanine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom."
C3466,171.7706667,Cephalosporin C,2,3132.416219,415.1051,C16H21N3O8S,HOKIDJSKDBPKTQ-BCOFYKHONA-N,NA,http://www.hmdb.ca/metabolites/HMDB0060450,NA,https://pubchem.ncbi.nlm.nih.gov/compound/21627817#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15776,HMDB=HMDB0060450 __ ChEBI=CHEBI:15776;CHEBI:57511 __ DrugBank=DB03313 __ PubChem=21627817;65536 __ UNPD=UNPD36776;UNPD4164;UNPD93142,HOKIDJSKDBPKTQ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3467,175.971,Lamioside,2,3317.345446,420.1601,C18H28O11,KPUSIQDGYABESP-IHBNXWKXNA-N,NA,NA,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPR0102070018,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6365,KNApSAcK=C00010597 __ ChEBI=CHEBI:6365 __ LipidMAPS=LMPR0102070018 __ UNPD=UNPD185463;UNPD34908,KPUSIQDGYABESP-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3468,177.5296667,Salicylic acid beta-D-glucoside,2,6782.112194,300.086,C13H16O8,TZPBMNKOLMSJPF-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0041271,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:87766,HMDB=HMDB0041271 __ ChEBI=CHEBI:87766 __ FooDB=FDB006279;FDB021183 __ PubChem=7099939 __ PlantCyc=CPD-12628 __ UNPD=UNPD60162,TZPBMNKOLMSJPF-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3469,177.72,Histidinyl-Methionine,2,4703.029176,286.1044,C11H18N4O3S,AYIZHKDZYOSOGY-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0028891,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74053,HMDB=HMDB0028891 __ ChEBI=CHEBI:74053,AYIZHKDZYOSOGY-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3470,174.9066667,"2,4-dimethyl-6-oxo-3-pyrancarboxylic acid (3-nitrophenyl)methyl ester",2,1544.74874,303.0816,C15H13NO6,MOAHRJZJGJYJFO-UHFFFAOYSA-N,"InChI=1S/C15H13NO6/c1-9-6-13(17)22-10(2)14(9)15(18)21-8-11-4-3-5-12(7-11)16(19)20/h3-7H,8H2,1-2H3",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:105834,"(3-nitrophenyl)methyl 2,4-dimethyl-6-oxopyran-3-carboxylate __ (3-nitrophenyl)methyl 2,4-dimethyl-6-oxo-pyran-3-carboxylate __ 6-keto-2,4-dimethyl-pyran-3-carboxylic acid (3-nitrobenzyl) ester __ 2,4-dimethyl-6-oxo-3-pyrancarboxylic acid (3-nitrophenyl)methyl ester __ (3-nitrophenyl)methyl 2,4-dimethyl-6-oxidanylidene-pyran-3-carboxylate",MOAHRJZJGJYJFO-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzyloxycarbonyls,Benzyloxycarbonyls,This compound belongs to the class of organic compounds known as benzyloxycarbonyls. These are organic compounds containing a carbonyl group substituted with a benzyloxyl group.
C3471,175.1676667,Methocarbamol,2,1428.184518,241.0985,C11H15NO5,GNXFOGHNGIVQEH-UHFFFAOYSA-N,"InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)",http://www.hmdb.ca/metabolites/HMDB0014567,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:77498,Robaxin (TN) __ Delaxin (TN) __ Methocarbamol __ Methocarbamol__2 __ Methocarbamol (JAN/USP/INN) __ [2-hydroxy-3-(2-methoxyphenoxy)propyl] carbamate __ [3-(2-methoxyphenoxy)-2-oxidanyl-propyl] carbamate __ carbamic acid [2-hydroxy-3-(2-methoxyphenoxy)propyl] ester,GNXFOGHNGIVQEH-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenol ethers,Anisoles,Anisoles,This compound belongs to the class of organic compounds known as anisoles. These are organic compounds containing a methoxybenzene or a derivative thereof.
C3472,174.8113333,bensulfuron,2,3561.604085,396.0776,C15H16N4O7S,PPWBRCCBKOWDNB-UHFFFAOYSA-N,"InChI=1S/C15H16N4O7S/c1-25-11-7-12(26-2)17-14(16-11)18-15(22)19-27(23,24)8-9-5-3-4-6-10(9)13(20)21/h3-7H,8H2,1-2H3,(H,20,21)(H2,16,17,18,19,22)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132880,"bensulfuron __ 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoylmethyl]benzoic acid __ 2-[[[(4,6-dimethoxy-2-pyrimidinyl)amino]-oxomethyl]sulfamoylmethyl]benzoic acid",PPWBRCCBKOWDNB-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,Pyrimidinyl-2-sulfonylureas,This compound belongs to the class of organic compounds known as pyrimidinyl-2-sulfonylureas. These are aromatic heterocyclic compounds containing a pyrimidine ring which is substituted with a sulfonylurea at the ring 2-position.
C3473,176.0723333,UNPD228155,2,1444.829265,628.0783,C32H20O14,UIVSBUGQEMPRGF-ACHIHNKUSA-N,NA,NA,NA,NA,NA,UNPD=UNPD228155;UNPD230301,UIVSBUGQEMPRGF-ACHIHNKUSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Biflavonoids and polyflavonoids,Biflavonoids and polyflavonoids,"This compound belongs to the class of organic compounds known as biflavonoids and polyflavonoids. These are organic compounds containing at least two flavan/flavone units. These units are usually linked through CC or C-O-C bonds. Some examples include C2-O-C3, C2-O-C4, C3'-C3''', and C6-C8''."
C3474,162.0263333,Mannose 6-phosphate,2,1687.717922,260.0336,C6H13O9P,NBSCHQHZLSJFNQ-RWOPYEJCSA-N,"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5+,6-/m1/s1",http://www.hmdb.ca/metabolites/HMDB0001078,NA,https://pubchem.ncbi.nlm.nih.gov/compound/25244236#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17665,"M6D __ Man-6-p __ Mannose 6-phosphate __ Mannose-6-phosphate __ alpha-D-mannose-6-P __ D-Mannose 6-phosphate __ Mannose 6-phosphic acid __ alpha-delta-mannose-6-P __ delta-Mannose 6-phosphate __ alpha-D-mannose-6-phosphate __ alpha-delta-mannose-6-phosphate __ 6-O-Phosphono-Beta-D-Mannopyranose __ [(2R,3S,4S,5S,6R)-3,4,5,6-tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate __ [(2R,3S,4S,5S,6R)-3,4,5,6-tetrahydroxy-2-oxanyl]methyl dihydrogen phosphate __ [(2R,3S,4S,5S,6R)-3,4,5,6-tetrakis(oxidanyl)oxan-2-yl]methyl dihydrogen phosphate __ [(2R,3S,4S,5S,6R)-3,4,5,6-tetrahydroxytetrahydropyran-2-yl]methyl dihydrogen phosphate",NBSCHQHZLSJFNQ-RWOPYEJCSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Hexose phosphates,This compound belongs to the class of organic compounds known as hexose phosphates. These are carbohydrate derivatives containing a hexose substituted by one or more phosphate groups.
C3475,162.417,N-Ribosylhistidine,2,1110.539052,287.1094,C11H17N3O6,TTYCFBAOLXCFAB-LTVGZTOSNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0002089,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:90055,HMDB=HMDB0002089 __ ChEBI=CHEBI:90055 __ FooDB=FDB022840 __ BMDB=BMDB02089 __ Urine=HMDB0002089 __ Serum=HMDB0002089,TTYCFBAOLXCFAB-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3476,157.2116667,3-nitro-N'-(2-pyrrolylidenemethyl)benzohydrazide,2,4051.467242,258.0765,C12H10N4O3,DSYJGRIINJFINH-UHFFFAOYSA-N,"InChI=1S/C12H10N4O3/c17-12(15-14-8-10-4-2-6-13-10)9-3-1-5-11(7-9)16(18)19/h1-8,14H,(H,15,17)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:114461,3-nitro-N'-(2-pyrrolylidenemethyl)benzohydrazide __ 3-nitro-N'-(pyrrol-2-ylidenemethyl)benzohydrazide,DSYJGRIINJFINH-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes,Nitrobenzenes,"This compound belongs to the class of organic compounds known as nitrobenzenes. These are compounds containing a nitrobenzene moiety, which consists of a benzene ring with a carbon bearing a nitro group."
C3477,159.1303333,UNPD223863,2,1378.299728,363.0711,C20H13NO6,ITEHFHHSBGHMLZ-UHFFFAOYSA-N,"InChI=1S/C20H13NO6/c22-7-13-11-1-2-14-19(27-9-24-14)17(11)20(23)21-4-3-10-5-15-16(26-8-25-15)6-12(10)18(13)21/h1-2,5-7H,3-4,8-9H2",NA,NA,NA,NA,UNPD=UNPD223863,ITEHFHHSBGHMLZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,Isoquinolones and derivatives,Isoquinolones and derivatives,This compound belongs to the class of organic compounds known as isoquinolones and derivatives. These are aromatic polycyclic compounds containing a ketone bearing isoquinoline moiety.
C3478,158.8733333,Theogallin,2,3263.900115,344.0786,C14H16O10,LDPLFHGGZNSKDS-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0039287,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:9522,HMDB=HMDB0039287 __ KNApSAcK=C00002676 __ ChEBI=CHEBI:9522 __ FooDB=FDB018832 __ NANPDB=NANPDB_358 __ UNPD=UNPD187261;UNPD58639;UNPD69630;UNPD92271;UNPD227557,LDPLFHGGZNSKDS-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3479,153.7046667,Diethyl phthalic acid,2,1325.04944,222.0896,C12H14O4,FLKPEMZONWLCSK-UHFFFAOYSA-N,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",http://www.hmdb.ca/metabolites/HMDB0094660,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34698,"Diethyl Phthalate __ Diethyl phthalate __ Diethyl phthalate (NF) __ Diethyl phthalic acid__1 __ Diethyl 1,2-benzenedicarboxylate __ diethyl benzene-1,2-dicarboxylate __ benzene-1,2-dicarboxylic acid diethyl ester",FLKPEMZONWLCSK-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,This compound belongs to the class of organic compounds known as benzoic acid esters. These are ester derivatives of benzoic acid.
